date,country,send_interval,is_verified,is_unsubscribed,account_cnt,sent_msg,open_msg,visit_msg,total_country_account_cnt,total_country_sent_cnt,rank_total_country_account_cnt,rank_total_country_sent_cnt
2020-11-13,Canada,1,1,0,0,146,62,5,2067,37914,3,3
2020-11-13,Canada,1,0,1,0,3,0,0,2067,37914,3,3
2020-11-13,Canada,1,1,1,0,6,6,0,2067,37914,3,3
2020-11-13,Canada,1,0,0,0,2,0,0,2067,37914,3,3
2020-11-14,Canada,1,0,0,3,0,0,0,2067,37914,3,3
2020-11-14,Canada,1,1,0,4,0,0,0,2067,37914,3,3
2020-11-14,Canada,1,1,1,4,0,0,0,2067,37914,3,3
2020-11-14,Canada,1,1,0,0,163,57,10,2067,37914,3,3
2020-11-14,Canada,1,0,1,0,3,0,0,2067,37914,3,3
2020-11-14,Canada,1,1,1,0,5,5,0,2067,37914,3,3
2020-11-14,Canada,1,0,0,0,4,0,0,2067,37914,3,3
2020-11-15,Canada,1,0,0,6,0,0,0,2067,37914,3,3
2020-11-15,Canada,1,1,0,4,0,0,0,2067,37914,3,3
2020-11-15,Canada,2,1,0,1,0,0,0,2067,37914,3,3
2020-11-15,Canada,1,1,1,2,0,0,0,2067,37914,3,3
2020-11-15,Canada,1,1,0,0,168,55,9,2067,37914,3,3
2020-11-15,Canada,1,0,1,0,3,0,0,2067,37914,3,3
2020-11-15,Canada,1,1,1,0,6,6,0,2067,37914,3,3
2020-11-16,Canada,1,0,0,11,0,0,0,2067,37914,3,3
2020-11-16,Canada,1,1,0,10,0,0,0,2067,37914,3,3
2020-11-16,Canada,1,0,1,1,0,0,0,2067,37914,3,3
2020-11-16,Canada,1,1,1,3,0,0,0,2067,37914,3,3
2020-11-16,Canada,1,1,0,0,187,71,8,2067,37914,3,3
2020-11-16,Canada,1,0,1,0,3,0,0,2067,37914,3,3
2020-11-16,Canada,1,1,1,0,6,6,0,2067,37914,3,3
2020-11-16,Canada,1,0,0,0,10,5,0,2067,37914,3,3
2020-11-17,Canada,1,0,0,5,0,0,0,2067,37914,3,3
2020-11-17,Canada,1,1,0,8,0,0,0,2067,37914,3,3
2020-11-17,Canada,1,1,1,1,0,0,0,2067,37914,3,3
2020-11-17,Canada,1,1,0,0,216,89,4,2067,37914,3,3
2020-11-17,Canada,1,0,1,0,3,1,0,2067,37914,3,3
2020-11-17,Canada,1,1,1,0,8,7,0,2067,37914,3,3
2020-11-17,Canada,1,0,0,0,1,0,0,2067,37914,3,3
