date,country,send_interval,is_verified,is_unsubscribed,account_cnt,sent_msg,open_msg,visit_msg,total_country_account_cnt,total_country_sent_cnt,rank_total_country_account_cnt,rank_total_country_sent_cnt
2020-11-19,France,1,1,1,2,0,0,0,553,9520,5,6
2020-11-19,France,1,1,0,0,37,10,2,553,9520,5,6
2020-11-19,France,1,1,1,0,4,4,1,553,9520,5,6
2020-11-19,France,7,1,1,0,1,1,0,553,9520,5,6
2020-11-20,France,1,0,0,2,0,0,0,553,9520,5,6
2020-11-20,France,1,1,0,3,0,0,0,553,9520,5,6
2020-11-20,France,1,1,1,1,0,0,0,553,9520,5,6
2020-11-20,France,1,1,0,0,39,11,1,553,9520,5,6
2020-11-20,France,1,1,1,0,5,5,2,553,9520,5,6
2020-11-20,France,7,1,1,0,4,4,0,553,9520,5,6
2020-11-21,France,1,0,0,1,0,0,0,553,9520,5,6
2020-11-21,France,1,1,0,1,0,0,0,553,9520,5,6
2020-11-21,France,1,1,1,1,0,0,0,553,9520,5,6
2020-11-21,France,1,1,0,0,43,18,0,553,9520,5,6
2020-11-21,France,1,1,1,0,5,5,0,553,9520,5,6
2020-11-21,France,1,0,0,0,1,0,0,553,9520,5,6
2020-11-21,France,7,1,1,0,3,3,1,553,9520,5,6
2020-11-22,France,1,1,0,2,0,0,0,553,9520,5,6
2020-11-22,France,1,1,1,1,0,0,0,553,9520,5,6
2020-11-22,France,1,1,1,0,5,4,0,553,9520,5,6
2020-11-22,France,1,1,0,0,51,18,1,553,9520,5,6
2020-11-23,France,1,0,0,2,0,0,0,553,9520,5,6
2020-11-23,France,1,1,0,2,0,0,0,553,9520,5,6
2020-11-23,France,1,1,1,2,0,0,0,553,9520,5,6
2020-11-23,France,1,1,1,0,3,0,0,553,9520,5,6
2020-11-23,France,1,1,0,0,53,16,0,553,9520,5,6
2020-11-23,France,1,0,0,0,3,1,0,553,9520,5,6
2020-11-24,France,1,0,0,3,0,0,0,553,9520,5,6
2020-11-24,France,1,1,0,5,0,0,0,553,9520,5,6
2020-11-24,France,1,1,1,1,0,0,0,553,9520,5,6
2020-11-24,France,1,1,1,0,3,0,0,553,9520,5,6
2020-11-24,France,1,1,0,0,59,21,2,553,9520,5,6
2020-11-24,France,1,0,0,0,2,2,0,553,9520,5,6
2020-11-25,France,1,0,0,1,0,0,0,553,9520,5,6
2020-11-25,France,1,1,0,5,0,0,0,553,9520,5,6
2020-11-25,France,1,1,1,2,0,0,0,553,9520,5,6
2020-11-25,France,1,1,0,0,62,21,3,553,9520,5,6
2020-11-25,France,1,1,1,0,3,3,0,553,9520,5,6
2020-11-26,France,1,0,0,3,0,0,0,553,9520,5,6
2020-11-26,France,1,1,0,6,0,0,0,553,9520,5,6
2020-11-26,France,1,0,1,1,0,0,0,553,9520,5,6
2020-11-26,France,1,1,1,2,0,0,0,553,9520,5,6
2020-11-26,France,1,1,0,0,59,28,2,553,9520,5,6
2020-11-26,France,1,1,1,0,3,3,0,553,9520,5,6
2020-11-26,France,1,0,0,0,1,0,0,553,9520,5,6
2020-11-27,France,1,0,0,1,0,0,0,553,9520,5,6
2020-11-27,France,1,1,0,4,0,0,0,553,9520,5,6
2020-11-27,France,1,1,0,0,68,27,5,553,9520,5,6
2020-11-27,France,1,1,1,0,3,3,0,553,9520,5,6
2020-11-27,France,1,0,0,0,1,1,0,553,9520,5,6
2020-11-28,France,1,0,0,1,0,0,0,553,9520,5,6
2020-11-28,France,1,1,0,6,0,0,0,553,9520,5,6
2020-11-28,France,1,1,1,1,0,0,0,553,9520,5,6
2020-11-28,France,1,1,0,0,68,35,2,553,9520,5,6
2020-11-28,France,1,1,1,0,3,3,0,553,9520,5,6
2020-11-29,France,1,0,0,2,0,0,0,553,9520,5,6
2020-11-29,France,1,1,0,4,0,0,0,553,9520,5,6
2020-11-29,France,1,1,1,1,0,0,0,553,9520,5,6
2020-11-29,France,1,1,0,0,78,41,4,553,9520,5,6
2020-11-29,France,1,1,1,0,7,3,0,553,9520,5,6
2020-11-30,France,1,0,0,4,0,0,0,553,9520,5,6
2020-11-30,France,1,1,0,0,77,29,3,553,9520,5,6
2020-11-30,France,1,1,1,0,7,5,1,553,9520,5,6
2020-11-30,France,1,0,0,0,4,1,0,553,9520,5,6
2020-12-01,France,1,0,0,1,0,0,0,553,9520,5,6
2020-12-01,France,1,1,0,3,0,0,0,553,9520,5,6
2020-12-01,France,1,1,1,2,0,0,0,553,9520,5,6
2020-12-01,France,1,1,0,0,73,26,0,553,9520,5,6
2020-12-01,France,1,1,1,0,8,2,0,553,9520,5,6
2020-12-02,France,1,0,0,3,0,0,0,553,9520,5,6
2020-12-02,France,1,1,0,2,0,0,0,553,9520,5,6
2020-12-02,France,1,1,1,1,0,0,0,553,9520,5,6
